/home/UFAD/tcuevasmestanza/.conda/envs/racing/lib/python3.12/site-packages/tyro/_parsers.py:353: UserWarning: The field `wandb-entity` is annotated with type `<class 'str'>`, but the default value `None` has type `<class 'NoneType'>`. We'll try to handle this gracefully, but it may cause unexpected behavior.
  warnings.warn(message)
/home/UFAD/tcuevasmestanza/.conda/envs/racing/lib/python3.12/site-packages/tyro/_parsers.py:353: UserWarning: The field `target-kl` is annotated with type `<class 'float'>`, but the default value `None` has type `<class 'NoneType'>`. We'll try to handle this gracefully, but it may cause unexpected behavior.
  warnings.warn(message)
/home/UFAD/tcuevasmestanza/.conda/envs/racing/lib/python3.12/site-packages/tyro/_parsers.py:353: UserWarning: The field `resume-path` is annotated with type `<class 'str'>`, but the default value `None` has type `<class 'NoneType'>`. We'll try to handle this gracefully, but it may cause unexpected behavior.
  warnings.warn(message)
Experiment info saved → runs/adaptive_fps_track_aware_lstm/CarRacing_VarFramerate_fc_0.4_bud_180_20-07-14-09-50/info_settings.txt
Device: cpu
Navigation model path: old/experiments/navigation/runs/CarRacing-v3__ppo__1__1781901069/final.pt
Navigation Model loaded on cpu
Navigation Model loaded on cpu
Navigation Model loaded on cpu
Navigation Model loaded on cpu
Navigation Model loaded on cpu
Navigation Model loaded on cpu
Navigation Model loaded on cpu
Navigation Model loaded on cpu
global_step=336 | return=-56.73 | steps=42
global_step=544 | return=-80.13 | steps=68
global_step=992 | return=-26.38 | steps=124
global_step=1048 | return=-142.83 | steps=131
global_step=1048 | return=-141.23 | steps=131
global_step=1048 | return=-141.23 | steps=131
global_step=1048 | return=-141.63 | steps=131
global_step=1048 | return=-140.03 | steps=131
global_step=1392 | return=-141.23 | steps=131
global_step=1720 | return=-43.11 | steps=146
global_step=2048 | return=-142.83 | steps=131
global_step=2104 | return=-142.43 | steps=131
global_step=2104 | return=-139.63 | steps=131
global_step=2104 | return=-142.83 | steps=131
global_step=2104 | return=-141.63 | steps=131
global_step=2104 | return=-142.03 | steps=131
global_step=2448 | return=-141.23 | steps=131
global_step=3048 | return=-106.58 | steps=117
global_step=3160 | return=-144.83 | steps=131
global_step=3160 | return=-142.83 | steps=131
global_step=3160 | return=-142.43 | steps=131
global_step=3160 | return=-140.43 | steps=131
global_step=3504 | return=-141.63 | steps=131
global_step=4064 | return=-49.03 | steps=112
global_step=4096, SPS=19
global_step=4104 | return=-141.23 | steps=131
global_step=4216 | return=-141.23 | steps=131
global_step=4216 | return=-142.83 | steps=131
global_step=4216 | return=-141.23 | steps=131
global_step=4560 | return=-114.15 | steps=131
global_step=4608 | return=-106.64 | steps=360
global_step=4816 | return=-20.26 | steps=345
global_step=5120 | return=-142.43 | steps=131
global_step=5272 | return=-142.43 | steps=131
global_step=5272 | return=-141.63 | steps=131
global_step=5272 | return=-142.43 | steps=131
global_step=5400 | return=-70.33 | steps=161
global_step=5616 | return=-143.23 | steps=131
global_step=5664 | return=-142.83 | steps=131
global_step=6016 | return=-71.13 | steps=149
global_step=6328 | return=-140.83 | steps=131
global_step=6328 | return=-142.43 | steps=131
global_step=6328 | return=-141.63 | steps=131
global_step=6456 | return=-141.63 | steps=131
global_step=6672 | return=-144.03 | steps=131
global_step=6720 | return=-143.63 | steps=131
global_step=7072 | return=-140.83 | steps=131
global_step=7384 | return=-142.43 | steps=131
global_step=7384 | return=-115.75 | steps=131
global_step=7512 | return=-76.86 | steps=147
global_step=7512 | return=-140.43 | steps=131
global_step=7728 | return=-140.03 | steps=131
global_step=7744 | return=-265.78 | steps=327
global_step=7928 | return=-110.58 | steps=150
global_step=7984 | return=-45.70 | steps=58
global_step=8128 | return=-142.03 | steps=131
global_step=8192, SPS=18
global_step=8304 | return=-60.55 | steps=69
global_step=8440 | return=-140.43 | steps=131
global_step=8440 | return=-142.03 | steps=131
global_step=8440 | return=-54.73 | steps=63
global_step=8552 | return=-144.33 | steps=129
global_step=8624 | return=-6.98 | steps=61
global_step=8784 | return=-142.43 | steps=131
global_step=9040 | return=-143.23 | steps=131
global_step=9392 | return=-108.38 | steps=135
global_step=9496 | return=-142.43 | steps=131
global_step=9640 | return=-107.98 | steps=135
global_step=9656 | return=-134.80 | steps=151
global_step=9680 | return=-142.43 | steps=131
global_step=9840 | return=-140.43 | steps=131
global_step=10120 | return=-113.23 | steps=134
global_step=10552 | return=-144.83 | steps=131
global_step=10696 | return=-143.63 | steps=131
global_step=10736 | return=-92.71 | steps=286
global_step=10736 | return=-140.43 | steps=131
global_step=10784 | return=-52.61 | steps=173
